"","code","idnum","pair","candidate","at.run","at.asso","at.press","at.presaut","at.vote","selected","woman","socideo","partyid","reg","trustfed","income.n","educ.n","polknow","vote.selling"
"31","4-1-1",4,1,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,3,1,1,14,4,0.473263786485336,0
"32","4-1-2",4,1,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,3,3,1,1,14,4,0.473263786485336,0
"33","4-2-1",4,2,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,3,3,1,1,14,4,0.473263786485336,0
"34","4-2-2",4,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,3,3,1,1,14,4,0.473263786485336,0
"35","4-3-1",4,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,3,3,1,1,14,4,0.473263786485336,0
"36","4-3-2",4,3,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,3,3,1,1,14,4,0.473263786485336,0
"37","4-4-1",4,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,3,3,1,1,14,4,0.473263786485336,0
"38","4-4-2",4,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,3,3,1,1,14,4,0.473263786485336,0
"39","4-5-1",4,5,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,3,3,1,1,14,4,0.473263786485336,0
"40","4-5-2",4,5,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,3,3,1,1,14,4,0.473263786485336,0
"41","5-1-1",5,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,3,8,5,0.533862744124072,0
"42","5-1-2",5,1,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,3,8,5,0.533862744124072,0
"43","5-2-1",5,2,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,3,8,5,0.533862744124072,0
"44","5-2-2",5,2,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,3,8,5,0.533862744124072,0
"45","5-3-1",5,3,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,3,8,5,0.533862744124072,0
"46","5-3-2",5,3,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,3,1,3,8,5,0.533862744124072,0
"47","5-4-1",5,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,3,8,5,0.533862744124072,0
"48","5-4-2",5,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,3,8,5,0.533862744124072,0
"49","5-5-1",5,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,3,1,3,8,5,0.533862744124072,0
"50","5-5-2",5,5,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,3,8,5,0.533862744124072,0
"51","6-1-1",6,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,3,1,2,10,4,0.596125552767533,0
"52","6-1-2",6,1,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,4,3,1,2,10,4,0.596125552767533,0
"53","6-2-1",6,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,3,1,2,10,4,0.596125552767533,0
"54","6-2-2",6,2,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,4,3,1,2,10,4,0.596125552767533,0
"55","6-3-1",6,3,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,3,1,2,10,4,0.596125552767533,0
"56","6-3-2",6,3,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,4,3,1,2,10,4,0.596125552767533,0
"57","6-4-1",6,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,4,3,1,2,10,4,0.596125552767533,0
"58","6-4-2",6,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,4,3,1,2,10,4,0.596125552767533,0
"59","6-5-1",6,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,4,3,1,2,10,4,0.596125552767533,0
"60","6-5-2",6,5,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,4,3,1,2,10,4,0.596125552767533,0
"61","7-1-1",7,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,1,1,1,2,10,6,2.10079626112739,0
"62","7-1-2",7,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,1,1,1,2,10,6,2.10079626112739,0
"63","7-2-1",7,2,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,1,1,1,2,10,6,2.10079626112739,0
"64","7-2-2",7,2,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,1,1,1,2,10,6,2.10079626112739,0
"65","7-3-1",7,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,1,1,1,2,10,6,2.10079626112739,0
"66","7-3-2",7,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,1,1,1,2,10,6,2.10079626112739,0
"67","7-4-1",7,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,1,1,1,2,10,6,2.10079626112739,0
"68","7-4-2",7,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,1,1,1,2,10,6,2.10079626112739,0
"69","7-5-1",7,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,1,1,1,2,10,6,2.10079626112739,0
